,year,sentence
134,1924,The following table gives the amount of the dealings in the stocks from which the averages are computed as well as the total dealings in the rails and industrial the combined trading in both else of issues and the number of the latter appearing in the daily and weekly transactions:   STOCK EXCHANGE TRADING IN NOVEMBER.
135,1924,2 Ministers quit; Tawfik Rifaat Pasha appt Minister of Education TWO MINISTERS QUIT EGYPTIAN CABINET; Sentries Fire On Prowlers Discovered at Night in Garden of British Residency.
136,1924,Resents Indian opposition to Amer proposals at League of Nations drug conf RESENTS OPPOSITION TO OPIUM CONFERENCE; English College Dean Declares British Public Opinion Commends American Proposals.
137,1924,"The first of a series of dances for the Yorkville Community Association was held last night at the Ritz-Carlton. Among those who gave dinners at their homes before the dance were Mr. and Mrs. George Dallas Yeomans, who had among their guests Mr. and Mrs. William Reed Kirkland, Mrs. Huntington Merchant, Mr. and Mrs. Charles Elliott Warren, William S. Haskell and Clark Day.   FIRST COMMUNITY DANCE.; Yorkville Association's Event at Ritz Preceded by Dinners."
138,1924,14th Congressional Dist will be without representation Illinois Loses House Seat.
139,1924,Dr Nansen tells Christiana Geographical Soc he will lead Brun's flight for scientific research NANSEN TO BE LEADER OF FLIGHT TO POLE; Describes His Object as the Gathering of Scientific Data Rather Than Performing a Feat.
140,1924,Ed on inst being established for research in human culture COMPARATIVE HUMAN CULTURE.
141,1924,"Death DR. WM. STICKNEY DEAD.; Surgeon, Brother-in-Law of Lord , Beaverbrook, Dies While Operating."
142,1924,"Slattery calm at death sentence CALM AT DEATH SENTENCE.; Slattery Murmurs ""Thank You"" as Judge Pronounces It."
143,1924,"Notre Dame will meet two Eastern teams next Fall, according to an announcement made yesterday afternoon by Knute Rockne, head coach of the South Bend eleven. The Army will be one of the opponents, and while the place where the game will be played has not been settled as yet, it most likely will be New York, with either the Polo Grounds or the Yankee Stadium as the scene of battle.   NOTRE DAME PLANS TWO GAMES IN EAST; Rockne's Eleven Will Meet Army and Penn State Next Football Season."
144,1924, Front Page 1 -- No Title
145,1924,"W C Deming, Pres of Civil Service Comm, urges extension of Civil Service to Pres Postmasters to permit apptment on permanent basis URGES EXTENSION OF CIVIL SERVICE; President Deming of Federal Commission Wants All Postmasters Included."
146,1924, Club Entertainments.
147,1924,"PARIS, Dec. 1. -- In the opinion of those who on this side are studying the long-delayed question of the repayment of the French debt to America, under discussion in Washington today, as much will depend on the length of the moratorium which is accorded as on the late of interest and amortization.   LONG MORATORIUM SOUGHT BY FRANCE ON WAR DEBT TO US; Paris Suggests Ten Years' Grace and a Low Rate of Interest."
148,1924,"Judgment in favor of Midland Bank; Capt Arthur fights extradition ROBINSON'S CLAIM ON PRINCE'S CHECK DENIED BY COURT; Judge Gives Decision for Bank, Denouncing ""Debased Mind"" of Husband Who Sued."
149,1924,Ed THE FARMER'S LOT.
150,1924,Holt plans active campaign; oversight in filing of name with Sec of State HOLT PLANS ACTIVE FIGHT FOR SENATE; Encouraged by Offers of Support and Reports of Republican Disaffection.
151,1924, Front Page 1 -- No Title
152,1924,Annual report ASKS EQUAL RIGHTS FOR NATIONAL BANKS; Controller Urges Congress to Pass Laws Ending Disparity With State Institutions.
153,1924, Activity at London Wool Sale.
154,1924,Leviathan arrives in N Y after fighting 100-mile squall; 4 hurt BUFFETED LEVIATHAN ARRIVES WITH 4 HURT; Docks 24 Hours Late After Fighting 100-Mile Squalls and 60-Foot Waves.
155,1924,C H Markham succeeds S M Felton on Western group of Class 1 Rys C.H. Markham Succeeds S.M. Felton
156,1924,Heads syndicate negotiating purchase of Lorillard holdings in Tuxedo Park Women in France Win Access To Their First Public Position
157,1924,Counsel G Heintzleman at Hankow reports E Berglund safe at Fuchow American Woman Safe in China.
158,1924, Eight Games for Bowdoin.
159,1924,"Sands brought from Tampa, Fla, to jail in Albion, N Y; says will prove innocence of forgery charge SANDS REACHES HOME TOWN; "" Bean King,"" in Albion Jail, Declares He Will Prove His Innocence."
160,1924,"Marz, L, arrested for not heeding signals TRAIN HITS SEDAN; 1 KILLED, 2 INJURED; Fourth Member of Party Struck at Glassboro (N.J.) Crossing Is Hurled to Safety."
161,1924,Bills of exceptions filed FILES SACC0 EXCEPTIONS.; Counsel Bases Bill on Exclusion of Eye-Witness's Testimony.
162,1924,Brussels funeral WREATHS OF KINGS ON PUCCINI'S COFFIN; Italian Ambassador and Brussels Authorities in an Imposing Funeral Cortege.
163,1924,Lr on women without a country Women Without a Country.
164,1924,"Election plurality COOLIDGE CARRIED JERSEY BY 377,419; Senator Edge's Plurality Over Donnelly, His Democratic Opponent, Was 276,986."
165,1924,"Gen Gandolfo, new Commander-in-Chief, appeals for order MUSSOLINI ORDERS A FASCIST CLEAN-UP; Declares Party Must Revise Its Moral, Mental and Political Attitude."
166,1924,"""Slush fund"" inquiry ordered SLUSH FUND' INQUIRY ORDERED IN FRANCE; Commission of 18 Deputies Will Look Into Election Expenses."
167,1924,"Frattini, Bruno, defeats Todd for European middleweight championship Frattini Beats Roland Todd In Bout for European Title"
168,1924,"Mid-Pines C C tourney TWO GOLFERS TIED IN PINEHURST PLAY; Bronson and Magoon, Each With 76, Lead on First Day of Invitation Tourney."
169,1924," COTTON REPORT ON DEC. 8.; Some New Orleans Predictions of Estimate Raised to 13,300,000 Bales."
170,1924,S at Kobe urges cooperation between Japan and China DR. SUN SEES A FREE ASIA.; He Urges Japan and China to Join in Ending Western Domination.
171,1924,"ALBANY, Dec. 2. -- Ninety-two new corporations with an aggregate capitalization of $1,738,500 were chartered today. They include:   New York Charters."
172,1924,Gov Smith will s at opening of Annual Industrial Conf of N Y S Dept of Labor in N Y C INDUSTRY AND LABOR TO DISCUSS PROBLEMS; Governor Will Speak at Opening of Annual State Conference Here Tomorrow.
173,1924," THOMAS J. GRAY DEAD.; Playwright, Song Writer and Humorist Dies of a Bronchial Aliment."
174,1924,Foreign Minister Gruenberger and Comr Gen Zimmermann will represent Austria at League of Nations Council Austria Picks League Delegate.
175,1924,"PITTSBURGH, Nov. 30. -- The improvement that has occurred in the general position of the steel market in the past three weeks is a reflection of an improved outlook, rather than of any increase in actual ultimate consumption at the present time. For the latter there would he no seasonal reason, but rather the reverse.   STEEL TRADE NOW GROWING OPTIMISTIC; Buyers Are More Ready With Orders to Anticipate increased Prices."
176,1924,"Files suit against N Y C Tax Bd for assessment against him on moneyed capital alleged represented by his interest in banking firm of Kuhn, Loeb & Co OTTO H. KAHN SUES THE CITY TAX BOARD; Attacks Assessment of $1,706,000 as Moneyed Capital in Banking Firm."
177,1924,"Birth of daughter Daughter to Mr.. Lee i,eForest."
178,1924,"Tells men's Bible class of Park Av Baptist Ch that science has outrun religion RELIGION OUTRUN, JOHN D. JR. ASSERTS; Scientific Development Has Been Faster Than the Spiritual, Bible Class Hears."
179,1924,Brazilian Govt bars Japanese; Akamatsu of Tokio Govt views it seriously if it heralds exclusion policy Brazil Moves to Bar Japanese And Tokio Takes It Seriously
180,1924,"Wife found to be only 16 yrs old, still subject to school laws in Cal MRS. CHAPLIN ONLY 16; STILL OF SCHOOL AGE; California Laws Require Minors Under 18 to Attend Sessions or Study Under Tutors."
181,1924, Marriage Announcement 1 -- No Title
182,1924,Withdrawal of stock offer confuses stock market FOREIGN EXCHANGE.; List Soars in Continuation of Movement Originating Abroad -- Sterling at New High.
183,1924,H R Baxter elected capt BAXTER WILL LEAD THE ARMY ELEVEN; Star End Elected as Captain for 1925 by Victorious Football Squad.
184,1924,"PRINCETON, N.J., Nov. 30. -- Princeton soccer prospects brightened considerably today when it became known that Slagle and Gates of the varsity football team will join the soccer squad tomorrow. They will take part in the game with Penn next Saturday which is expected to determine Princeton's chances for the championship.   SLAGLE TO PLAY SOCCER.; Princeton Football Star to Join Team for Match With Penn."
185,1924,Paris shoemaker exhibits painttings PARIS SHOEMAKER HAS PICTURES IN SALON; Lives in the Artists' Quarter and Paints When Not Sewing Soles Onto Old Shoes.
186,1924,Appeals to British Labor in lr to B C Spoor Zaghlul Appeal to British Labor.
187,1924,Elected honorary member of Royal Inst of Gt Britain British Honor 2 American Scientists
188,1924, BUSINESS NOTES.
189,1924,"Annual sale, plans THE BUSINESS WORLD"
190,1924,lr from S N Warren Jr Hamilton Holt as a Candidate.
191,1924, Article 6 -- No Title
192,1924,"Whisky listed in assets of A Gross CHAMBERLAIN WARNS CRAIG.; Sees Peril to City in Maturing of $186,000,000 Notes This Month."
193,1924,Remembered in will of Mrs J P Morgan Nurse Remembered by Mrs. Morgan
194,1924,Death WILLIAM THOMSON DIES IN EDINBURGH; Noted Publisher and Presbyterian Leader Dies Suddenly While on a Business Trip.
195,1924,Grand Lodge of N Y withdraws from Masonic Service Assn of U S QUITS MASONS' BOARD.; New York Grand Lodge Out of Service Association.
196,1924,"M J Codey and J J McGrath, Orange (N J) residents, claim $41,000 for delay in fire call in suit at Newark ROCKEFELLER MONEY CURSE, SAYS PASTOR; Dr. Straton Assails John D. Jr. for His Recent Praise of the Religion of Today."
197,1924, iFoy-Chrysler Wedding Tonight. t
198,1924,Schedule WILLIAMS DATES SET.; Purple Nine to Play Columbia May 9 -- 17 Games on Schedule.
199,1924, Article 5 -- No Title
200,1924,Statement on plans for discussion of anti-Semitism at conf of Federation of Churches in Atlanta TO COMBAT ANTI-SEMITISM.; Federation of Churches Will Discuss the Subject in Conference.
201,1924, Article 4 -- No Title
202,1924, Article 1 -- No Title
203,1924,"CHICAGO, Dec. 2. -- The bulk of the foreign news on wheat was of a bearish character and sentiment was generally more in favor of the selling side. Cables from abroad indicated that foreigners were inclined to hold off in buying cash grain on account of the decidedly conflicting reports regarding the situation in this country and pressure of new crop.   WHEAT DECLINES IN ALL MARKETS; July Option Drops 11-8 Cents at Chicago With Halt in Foreign Buying."
204,1924,"Sen Borah reports return of all gifts to his campaign to givers BORAH RETURNED GIFTS.; Gave Back Every Dollar Contributed to His Campaign, He Reports."
205,1924,"PARIS, Dec. 2. -- Charles Arthur, former British army officer, who was arrested yesterday as the mysterious aide de camp of the Indian Prince in the sensational Robinson blackmail suit in London, underwent a lengthy examination this afternoon, which was attended by his attorney, M. Gide, and an assistant.   PRINCE'S FORMER AIDE TO FIGHT EXTRADITION; Prisoner in Paris Says He, Too, Was Victim of Blackmail to Amount of 500,000 Francs."
206,1924,Ed ELIMINATING THE PUMP-GUN.
207,1924,"Mystery surrounds wreckage found on beach; believed to be from U S S Camden Wreckage of ""S.S. Camden"" Is Found At Cuttyhunk but Clues to Vessel Fail"
208,1924,Ed AN AFFECTING CONFESSION.
209,1924,"Coolidge's plurality in Pa Coolidge Won Pennsylvania by 992,289."
